model,corruption,severity,class,f1
frozen,low_light,2,Cherry_(including_sour)___Powdery_mildew,0.6495726495726496
frozen,low_light,2,Cherry_(including_sour)___healthy,0.4888888888888889
frozen,low_light,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.6909090909090909
frozen,low_light,2,Corn_(maize)___Common_rust_,0.9894736842105263
frozen,low_light,2,Corn_(maize)___Northern_Leaf_Blight,0.8148148148148148
frozen,low_light,2,Corn_(maize)___healthy,0.989010989010989
frozen,low_light,2,Grape___Black_rot,0.4444444444444444
frozen,low_light,2,Grape___Esca_(Black_Measles),0.816
frozen,low_light,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.8048780487804879
frozen,low_light,2,Grape___healthy,0.5217391304347826
frozen,low_light,2,Orange___Haunglongbing_(Citrus_greening),0.9171974522292994
frozen,low_light,2,Peach___Bacterial_spot,0.6713286713286714
frozen,low_light,2,Peach___healthy,0.6666666666666666
frozen,low_light,2,"Pepper,_bell___Bacterial_spot",0.46774193548387094
frozen,low_light,2,"Pepper,_bell___healthy",0.8031496062992126
frozen,low_light,2,Potato___Early_blight,0.7692307692307693
frozen,low_light,2,Potato___Late_blight,0.6233766233766234
frozen,low_light,2,Potato___healthy,0.6666666666666666
frozen,low_light,2,Raspberry___healthy,0.5714285714285714
frozen,low_light,2,Soybean___healthy,0.9280742459396751
frozen,low_light,2,Squash___Powdery_mildew,0.25882352941176473
frozen,low_light,2,Strawberry___Leaf_scorch,0.8571428571428571
frozen,low_light,2,Strawberry___healthy,0.7586206896551724
frozen,low_light,2,Tomato___Bacterial_spot,0.2828282828282828
frozen,low_light,2,Tomato___Early_blight,0.4578313253012048
frozen,low_light,2,Tomato___Late_blight,0.36363636363636365
frozen,low_light,2,Tomato___Leaf_Mold,0.3918918918918919
frozen,low_light,2,Tomato___Septoria_leaf_spot,0.5033112582781457
frozen,low_light,2,Tomato___Spider_mites_Two-spotted_spider_mite,0.6031746031746031
frozen,low_light,2,Tomato___Target_Spot,0.48
frozen,low_light,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8551401869158879
frozen,low_light,2,Tomato___Tomato_mosaic_virus,0.36363636363636365
frozen,low_light,2,Tomato___healthy,0.6444444444444445
finetune,low_light,3,Apple___Apple_scab,0.0
finetune,low_light,3,Apple___Black_rot,0.37735849056603776
finetune,low_light,3,Apple___Cedar_apple_rust,0.0
finetune,low_light,3,Apple___healthy,0.0
finetune,low_light,3,Blueberry___healthy,0.09523809523809523
finetune,low_light,3,Cherry_(including_sour)___Powdery_mildew,0.0
finetune,low_light,3,Cherry_(including_sour)___healthy,0.024691358024691357
finetune,low_light,3,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.6842105263157895
finetune,low_light,3,Corn_(maize)___Common_rust_,0.35555555555555557
finetune,low_light,3,Corn_(maize)___Northern_Leaf_Blight,0.13333333333333333
finetune,low_light,3,Corn_(maize)___healthy,0.0
finetune,low_light,3,Grape___Black_rot,0.0
finetune,low_light,3,Grape___Esca_(Black_Measles),0.5476190476190477
finetune,low_light,3,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.044444444444444446
finetune,low_light,3,Grape___healthy,0.0
finetune,low_light,3,Orange___Haunglongbing_(Citrus_greening),0.0
finetune,low_light,3,Peach___Bacterial_spot,0.21238938053097345
finetune,low_light,3,Peach___healthy,0.0
finetune,low_light,3,"Pepper,_bell___Bacterial_spot",0.22972972972972974
finetune,low_light,3,"Pepper,_bell___healthy",0.06451612903225806
finetune,low_light,3,Potato___Early_blight,0.0
finetune,low_light,3,Potato___Late_blight,0.0
finetune,low_light,3,Potato___healthy,0.0
finetune,low_light,3,Raspberry___healthy,0.0
finetune,low_light,3,Soybean___healthy,0.0
finetune,low_light,3,Squash___Powdery_mildew,0.0
finetune,low_light,3,Strawberry___Leaf_scorch,0.2838283828382838
finetune,low_light,3,Strawberry___healthy,0.0
finetune,low_light,3,Tomato___Bacterial_spot,0.0
finetune,low_light,3,Tomato___Early_blight,0.0
finetune,low_light,3,Tomato___Late_blight,0.0
finetune,low_light,3,Tomato___Leaf_Mold,0.0
finetune,low_light,3,Tomato___Septoria_leaf_spot,0.17857142857142858
finetune,low_light,3,Tomato___Spider_mites_Two-spotted_spider_mite,0.0
finetune,low_light,3,Tomato___Target_Spot,0.0
finetune,low_light,3,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.0
finetune,low_light,3,Tomato___Tomato_mosaic_virus,0.0
finetune,low_light,3,Tomato___healthy,0.0
frozen,low_light,3,Apple___Apple_scab,0.21818181818181817
frozen,low_light,3,Apple___Black_rot,0.07692307692307693
frozen,low_light,3,Apple___Cedar_apple_rust,0.0
frozen,low_light,3,Apple___healthy,0.3917525773195876
frozen,low_light,3,Blueberry___healthy,0.6792452830188679
frozen,low_light,3,Cherry_(including_sour)___Powdery_mildew,0.32
frozen,low_light,3,Cherry_(including_sour)___healthy,0.05714285714285714
frozen,low_light,3,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.35514018691588783
frozen,low_light,3,Corn_(maize)___Common_rust_,0.8333333333333334
frozen,low_light,3,Corn_(maize)___Northern_Leaf_Blight,0.09302325581395349
frozen,low_light,3,Corn_(maize)___healthy,0.7222222222222222
frozen,low_light,3,Grape___Black_rot,0.0
frozen,low_light,3,Grape___Esca_(Black_Measles),0.5569620253164557
frozen,low_light,3,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.27450980392156865
frozen,low_light,3,Grape___healthy,0.0
frozen,low_light,3,Orange___Haunglongbing_(Citrus_greening),0.6685082872928176
frozen,low_light,3,Peach___Bacterial_spot,0.041666666666666664
frozen,low_light,3,Peach___healthy,0.42105263157894735
frozen,low_light,3,"Pepper,_bell___Bacterial_spot",0.4444444444444444
frozen,low_light,3,"Pepper,_bell___healthy",0.1791044776119403
frozen,low_light,3,Potato___Early_blight,0.13953488372093023
frozen,low_light,3,Potato___Late_blight,0.09090909090909091
frozen,low_light,3,Potato___healthy,0.25
frozen,low_light,3,Raspberry___healthy,0.0
frozen,low_light,3,Soybean___healthy,0.78099173553719
frozen,low_light,3,Squash___Powdery_mildew,0.0
frozen,low_light,3,Strawberry___Leaf_scorch,0.3076923076923077
frozen,low_light,3,Strawberry___healthy,0.0
frozen,low_light,3,Tomato___Bacterial_spot,0.0
frozen,low_light,3,Tomato___Early_blight,0.0
frozen,low_light,3,Tomato___Late_blight,0.0
frozen,low_light,3,Tomato___Leaf_Mold,0.099601593625498
frozen,low_light,3,Tomato___Septoria_leaf_spot,0.15488215488215487
frozen,low_light,3,Tomato___Spider_mites_Two-spotted_spider_mite,0.0
frozen,low_light,3,Tomato___Target_Spot,0.0
frozen,low_light,3,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.23868312757201646
frozen,low_light,3,Tomato___Tomato_mosaic_virus,0.11627906976744186
frozen,low_light,3,Tomato___healthy,0.17696160267111852
finetune,jpeg,1,Apple___Apple_scab,1.0
finetune,jpeg,1,Apple___Black_rot,1.0
finetune,jpeg,1,Apple___Cedar_apple_rust,1.0
finetune,jpeg,1,Apple___healthy,1.0
finetune,jpeg,1,Blueberry___healthy,0.9915966386554622
finetune,jpeg,1,Cherry_(including_sour)___Powdery_mildew,1.0
finetune,jpeg,1,Cherry_(including_sour)___healthy,1.0
finetune,jpeg,1,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.8947368421052632
finetune,jpeg,1,Corn_(maize)___Common_rust_,1.0
finetune,jpeg,1,Corn_(maize)___Northern_Leaf_Blight,0.95
finetune,jpeg,1,Corn_(maize)___healthy,1.0
finetune,jpeg,1,Grape___Black_rot,1.0
finetune,jpeg,1,Grape___Esca_(Black_Measles),1.0
finetune,jpeg,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1.0
finetune,jpeg,1,Grape___healthy,0.9714285714285714
finetune,jpeg,1,Orange___Haunglongbing_(Citrus_greening),1.0
finetune,jpeg,1,Peach___Bacterial_spot,1.0
finetune,jpeg,1,Peach___healthy,1.0
finetune,jpeg,1,"Pepper,_bell___Bacterial_spot",1.0
finetune,jpeg,1,"Pepper,_bell___healthy",0.9914529914529915
finetune,jpeg,1,Potato___Early_blight,1.0
finetune,jpeg,1,Potato___Late_blight,0.9876543209876543
finetune,jpeg,1,Potato___healthy,1.0
finetune,jpeg,1,Raspberry___healthy,1.0
finetune,jpeg,1,Soybean___healthy,0.9951219512195122
finetune,jpeg,1,Squash___Powdery_mildew,0.993103448275862
finetune,jpeg,1,Strawberry___Leaf_scorch,1.0
finetune,jpeg,1,Strawberry___healthy,1.0
finetune,jpeg,1,Tomato___Bacterial_spot,1.0
finetune,jpeg,1,Tomato___Early_blight,0.9876543209876543
finetune,jpeg,1,Tomato___Late_blight,0.9866666666666667
finetune,jpeg,1,Tomato___Leaf_Mold,0.9866666666666667
finetune,jpeg,1,Tomato___Septoria_leaf_spot,1.0
finetune,jpeg,1,Tomato___Spider_mites_Two-spotted_spider_mite,1.0
finetune,jpeg,1,Tomato___Target_Spot,1.0
finetune,jpeg,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9976689976689976
finetune,jpeg,1,Tomato___Tomato_mosaic_virus,1.0
finetune,jpeg,1,Tomato___healthy,1.0
frozen,jpeg,1,Apple___Apple_scab,0.92
frozen,jpeg,1,Apple___Black_rot,0.8936170212765957
frozen,jpeg,1,Apple___Cedar_apple_rust,0.8695652173913043
frozen,jpeg,1,Apple___healthy,0.926829268292683
frozen,jpeg,1,Blueberry___healthy,0.9830508474576272
frozen,jpeg,1,Cherry_(including_sour)___Powdery_mildew,0.963855421686747
frozen,jpeg,1,Cherry_(including_sour)___healthy,0.9850746268656716
frozen,jpeg,1,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.9
frozen,jpeg,1,Corn_(maize)___Common_rust_,1.0
frozen,jpeg,1,Corn_(maize)___Northern_Leaf_Blight,0.961038961038961
frozen,jpeg,1,Corn_(maize)___healthy,1.0
frozen,jpeg,1,Grape___Black_rot,0.7631578947368421
frozen,jpeg,1,Grape___Esca_(Black_Measles),0.873015873015873
frozen,jpeg,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.9885057471264368
frozen,jpeg,1,Grape___healthy,0.918918918918919
frozen,jpeg,1,Orange___Haunglongbing_(Citrus_greening),1.0
frozen,jpeg,1,Peach___Bacterial_spot,0.9361702127659575
frozen,jpeg,1,Peach___healthy,0.8888888888888888
frozen,jpeg,1,"Pepper,_bell___Bacterial_spot",0.9210526315789473
frozen,jpeg,1,"Pepper,_bell___healthy",0.9655172413793104
frozen,jpeg,1,Potato___Early_blight,0.9230769230769231
frozen,jpeg,1,Potato___Late_blight,0.891566265060241
frozen,jpeg,1,Potato___healthy,1.0
frozen,jpeg,1,Raspberry___healthy,0.8888888888888888
frozen,jpeg,1,Soybean___healthy,0.9643705463182898
frozen,jpeg,1,Squash___Powdery_mildew,0.9931972789115646
frozen,jpeg,1,Strawberry___Leaf_scorch,1.0
frozen,jpeg,1,Strawberry___healthy,1.0
frozen,jpeg,1,Tomato___Bacterial_spot,0.8834355828220859
frozen,jpeg,1,Tomato___Early_blight,0.6666666666666666
frozen,jpeg,1,Tomato___Late_blight,0.8662420382165605
frozen,jpeg,1,Tomato___Leaf_Mold,0.8857142857142857
frozen,jpeg,1,Tomato___Septoria_leaf_spot,0.8299319727891157
frozen,jpeg,1,Tomato___Spider_mites_Two-spotted_spider_mite,0.8552631578947368
frozen,jpeg,1,Tomato___Target_Spot,0.6966292134831461
frozen,jpeg,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9565217391304348
frozen,jpeg,1,Tomato___Tomato_mosaic_virus,0.896551724137931
frozen,jpeg,1,Tomato___healthy,0.9545454545454546
finetune,jpeg,2,Apple___Apple_scab,0.9615384615384616
finetune,jpeg,2,Apple___Black_rot,0.9803921568627451
finetune,jpeg,2,Apple___Cedar_apple_rust,1.0
finetune,jpeg,2,Apple___healthy,0.9142857142857143
finetune,jpeg,2,Blueberry___healthy,0.8349514563106796
finetune,jpeg,2,Cherry_(including_sour)___Powdery_mildew,0.9647058823529412
finetune,jpeg,2,Cherry_(including_sour)___healthy,1.0
finetune,jpeg,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.9302325581395349
finetune,jpeg,2,Corn_(maize)___Common_rust_,0.9894736842105263
finetune,jpeg,2,Corn_(maize)___Northern_Leaf_Blight,0.9743589743589743
finetune,jpeg,2,Corn_(maize)___healthy,1.0
finetune,jpeg,2,Grape___Black_rot,0.989247311827957
finetune,jpeg,2,Grape___Esca_(Black_Measles),0.9908256880733946
finetune,jpeg,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.9885057471264368
finetune,jpeg,2,Grape___healthy,0.9714285714285714
finetune,jpeg,2,Orange___Haunglongbing_(Citrus_greening),0.9954545454545455
finetune,jpeg,2,Peach___Bacterial_spot,0.9834254143646409
finetune,jpeg,2,Peach___healthy,0.9655172413793104
finetune,jpeg,2,"Pepper,_bell___Bacterial_spot",0.961038961038961
finetune,jpeg,2,"Pepper,_bell___healthy",0.6956521739130435
finetune,jpeg,2,Potato___Early_blight,0.975609756097561
finetune,jpeg,2,Potato___Late_blight,0.975
finetune,jpeg,2,Potato___healthy,0.6
finetune,jpeg,2,Raspberry___healthy,1.0
finetune,jpeg,2,Soybean___healthy,0.8947368421052632
finetune,jpeg,2,Squash___Powdery_mildew,0.993103448275862
finetune,jpeg,2,Strawberry___Leaf_scorch,1.0
finetune,jpeg,2,Strawberry___healthy,0.875
finetune,jpeg,2,Tomato___Bacterial_spot,0.9590643274853801
finetune,jpeg,2,Tomato___Early_blight,0.9156626506024096
finetune,jpeg,2,Tomato___Late_blight,0.9182389937106918
finetune,jpeg,2,Tomato___Leaf_Mold,0.972972972972973
finetune,jpeg,2,Tomato___Septoria_leaf_spot,0.890625
finetune,jpeg,2,Tomato___Spider_mites_Two-spotted_spider_mite,0.921875
finetune,jpeg,2,Tomato___Target_Spot,0.8347826086956521
finetune,jpeg,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.993006993006993
finetune,jpeg,2,Tomato___Tomato_mosaic_virus,1.0
finetune,jpeg,2,Tomato___healthy,0.9365079365079365
frozen,jpeg,2,Apple___Apple_scab,0.8235294117647058
frozen,jpeg,2,Apple___Black_rot,0.7586206896551724
frozen,jpeg,2,Apple___Cedar_apple_rust,0.5185185185185185
frozen,jpeg,2,Apple___healthy,0.7777777777777778
frozen,jpeg,2,Blueberry___healthy,0.9482758620689655
frozen,jpeg,2,Cherry_(including_sour)___Powdery_mildew,0.9024390243902439
frozen,jpeg,2,Cherry_(including_sour)___healthy,0.9253731343283582
frozen,jpeg,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.8235294117647058
frozen,jpeg,2,Corn_(maize)___Common_rust_,0.968421052631579
frozen,jpeg,2,Corn_(maize)___Northern_Leaf_Blight,0.9069767441860465
frozen,jpeg,2,Corn_(maize)___healthy,1.0
frozen,jpeg,2,Grape___Black_rot,0.6578947368421053
frozen,jpeg,2,Grape___Esca_(Black_Measles),0.8244274809160306
frozen,jpeg,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.8539325842696629
frozen,jpeg,2,Grape___healthy,0.8947368421052632
frozen,jpeg,2,Orange___Haunglongbing_(Citrus_greening),0.990909090909091
frozen,jpeg,2,Peach___Bacterial_spot,0.9060773480662984
frozen,jpeg,2,Peach___healthy,0.8888888888888888
frozen,jpeg,2,"Pepper,_bell___Bacterial_spot",0.8051948051948052
frozen,jpeg,2,"Pepper,_bell___healthy",0.8623853211009175
frozen,jpeg,2,Potato___Early_blight,0.868421052631579
frozen,jpeg,2,Potato___Late_blight,0.6461538461538462
frozen,jpeg,2,Potato___healthy,0.6666666666666666
frozen,jpeg,2,Raspberry___healthy,0.8
frozen,jpeg,2,Soybean___healthy,0.9433962264150944
frozen,jpeg,2,Squash___Powdery_mildew,0.8854961832061069
frozen,jpeg,2,Strawberry___Leaf_scorch,0.9135802469135802
frozen,jpeg,2,Strawberry___healthy,0.8125
frozen,jpeg,2,Tomato___Bacterial_spot,0.7019867549668874
frozen,jpeg,2,Tomato___Early_blight,0.36923076923076925
frozen,jpeg,2,Tomato___Late_blight,0.6063829787234043
frozen,jpeg,2,Tomato___Leaf_Mold,0.7213114754098361
frozen,jpeg,2,Tomato___Septoria_leaf_spot,0.5358851674641149
frozen,jpeg,2,Tomato___Spider_mites_Two-spotted_spider_mite,0.7012987012987013
frozen,jpeg,2,Tomato___Target_Spot,0.5542168674698795
frozen,jpeg,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8997772828507795
frozen,jpeg,2,Tomato___Tomato_mosaic_virus,0.6956521739130435
frozen,jpeg,2,Tomato___healthy,0.8
finetune,jpeg,3,Apple___Apple_scab,0.6938775510204082
finetune,jpeg,3,Apple___Black_rot,0.9803921568627451
finetune,jpeg,3,Apple___Cedar_apple_rust,0.16666666666666666
finetune,jpeg,3,Apple___healthy,0.7397260273972602
finetune,jpeg,3,Blueberry___healthy,0.18181818181818182
finetune,jpeg,3,Cherry_(including_sour)___Powdery_mildew,0.8636363636363636
finetune,jpeg,3,Cherry_(including_sour)___healthy,0.8831168831168831
finetune,jpeg,3,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.34782608695652173
finetune,jpeg,3,Corn_(maize)___Common_rust_,0.9787234042553191
finetune,jpeg,3,Corn_(maize)___Northern_Leaf_Blight,0.6744186046511628
finetune,jpeg,3,Corn_(maize)___healthy,0.989010989010989
finetune,jpeg,3,Grape___Black_rot,0.9230769230769231
finetune,jpeg,3,Grape___Esca_(Black_Measles),0.8852459016393442
finetune,jpeg,3,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.9655172413793104
finetune,jpeg,3,Grape___healthy,0.9090909090909091
finetune,jpeg,3,Orange___Haunglongbing_(Citrus_greening),0.9383886255924171
finetune,jpeg,3,Peach___Bacterial_spot,0.9213483146067416
finetune,jpeg,3,Peach___healthy,0.88
finetune,jpeg,3,"Pepper,_bell___Bacterial_spot",0.7058823529411765
finetune,jpeg,3,"Pepper,_bell___healthy",0.2898550724637681
finetune,jpeg,3,Potato___Early_blight,0.9047619047619048
finetune,jpeg,3,Potato___Late_blight,0.6376811594202898
finetune,jpeg,3,Potato___healthy,0.5
finetune,jpeg,3,Raspberry___healthy,0.8
finetune,jpeg,3,Soybean___healthy,0.7541589648798521
finetune,jpeg,3,Squash___Powdery_mildew,0.5252525252525253
finetune,jpeg,3,Strawberry___Leaf_scorch,0.7945205479452054
finetune,jpeg,3,Strawberry___healthy,0.7586206896551724
finetune,jpeg,3,Tomato___Bacterial_spot,0.7593582887700535
finetune,jpeg,3,Tomato___Early_blight,0.44036697247706424
finetune,jpeg,3,Tomato___Late_blight,0.6545454545454545
finetune,jpeg,3,Tomato___Leaf_Mold,0.8
finetune,jpeg,3,Tomato___Septoria_leaf_spot,0.5656565656565656
finetune,jpeg,3,Tomato___Spider_mites_Two-spotted_spider_mite,0.5871559633027523
finetune,jpeg,3,Tomato___Target_Spot,0.49523809523809526
finetune,jpeg,3,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9560975609756097
finetune,jpeg,3,Tomato___Tomato_mosaic_virus,0.5714285714285714
finetune,jpeg,3,Tomato___healthy,0.7454545454545455
frozen,jpeg,3,Apple___Apple_scab,0.5
frozen,jpeg,3,Apple___Black_rot,0.6285714285714286
frozen,jpeg,3,Apple___Cedar_apple_rust,0.38095238095238093
frozen,jpeg,3,Apple___healthy,0.47191011235955055
frozen,jpeg,3,Blueberry___healthy,0.822429906542056
frozen,jpeg,3,Cherry_(including_sour)___Powdery_mildew,0.5714285714285714
frozen,jpeg,3,Cherry_(including_sour)___healthy,0.7272727272727273
frozen,jpeg,3,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.7878787878787878
frozen,jpeg,3,Corn_(maize)___Common_rust_,0.912621359223301
frozen,jpeg,3,Corn_(maize)___Northern_Leaf_Blight,0.875
frozen,jpeg,3,Corn_(maize)___healthy,0.968421052631579
frozen,jpeg,3,Grape___Black_rot,0.7012987012987013
frozen,jpeg,3,Grape___Esca_(Black_Measles),0.7669172932330827
frozen,jpeg,3,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.6041666666666666
frozen,jpeg,3,Grape___healthy,0.5333333333333333
frozen,jpeg,3,Orange___Haunglongbing_(Citrus_greening),0.9290617848970252
frozen,jpeg,3,Peach___Bacterial_spot,0.8023952095808383
frozen,jpeg,3,Peach___healthy,0.75
frozen,jpeg,3,"Pepper,_bell___Bacterial_spot",0.6086956521739131
frozen,jpeg,3,"Pepper,_bell___healthy",0.7216494845360825
frozen,jpeg,3,Potato___Early_blight,0.673469387755102
frozen,jpeg,3,Potato___Late_blight,0.509090909090909
frozen,jpeg,3,Potato___healthy,0.5454545454545454
frozen,jpeg,3,Raspberry___healthy,0.125
frozen,jpeg,3,Soybean___healthy,0.8340807174887892
frozen,jpeg,3,Squash___Powdery_mildew,0.6486486486486487
frozen,jpeg,3,Strawberry___Leaf_scorch,0.6363636363636364
frozen,jpeg,3,Strawberry___healthy,0.6666666666666666
frozen,jpeg,3,Tomato___Bacterial_spot,0.32432432432432434
frozen,jpeg,3,Tomato___Early_blight,0.14035087719298245
frozen,jpeg,3,Tomato___Late_blight,0.49101796407185627
frozen,jpeg,3,Tomato___Leaf_Mold,0.13953488372093023
frozen,jpeg,3,Tomato___Septoria_leaf_spot,0.2660753880266075
frozen,jpeg,3,Tomato___Spider_mites_Two-spotted_spider_mite,0.4968944099378882
frozen,jpeg,3,Tomato___Target_Spot,0.36363636363636365
frozen,jpeg,3,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8309178743961353
frozen,jpeg,3,Tomato___Tomato_mosaic_virus,0.125
frozen,jpeg,3,Tomato___healthy,0.5208333333333334
