model,corruption,severity,class,f1,clean_f1,f1_drop
finetune,jpeg,3,Apple___healthy,0.7397260273972602,1.0,0.26027397260273977
frozen,motion_blur,2,Corn_(maize)___healthy,0.7419354838709677,1.0,0.25806451612903225
frozen,low_light,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.6909090909090909,0.9473684210526316,0.2564593301435407
finetune,low_light,2,Potato___Early_blight,0.7435897435897436,1.0,0.2564102564102564
frozen,low_light,1,Tomato___Late_blight,0.6617647058823529,0.9171974522292994,0.25543274634694646
finetune,jpeg,3,Tomato___healthy,0.7454545454545455,1.0,0.2545454545454545
frozen,motion_blur,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.7352941176470589,0.9882352941176472,0.25294117647058834
frozen,motion_blur,1,Tomato___Tomato_mosaic_virus,0.7142857142857143,0.9655172413793104,0.2512315270935961
finetune,motion_blur,3,Blueberry___healthy,0.75,1.0,0.25
frozen,motion_blur,1,Grape___Black_rot,0.7407407407407407,0.9894736842105264,0.2487329434697857
finetune,jpeg,3,Soybean___healthy,0.7541589648798521,1.0,0.24584103512014788
frozen,motion_blur,3,Tomato___Tomato_mosaic_virus,0.72,0.9655172413793104,0.2455172413793104
frozen,jpeg,3,"Pepper,_bell___healthy",0.7216494845360825,0.9661016949152542,0.24445221037917175
finetune,jpeg,3,Strawberry___healthy,0.7586206896551724,1.0,0.24137931034482762
frozen,low_light,2,Strawberry___healthy,0.7586206896551724,1.0,0.24137931034482762
finetune,motion_blur,3,Strawberry___Leaf_scorch,0.7605633802816901,1.0,0.23943661971830987
finetune,motion_blur,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.7096774193548387,0.9473684210526316,0.2376910016977929
finetune,motion_blur,3,Peach___healthy,0.7647058823529411,1.0,0.23529411764705888
finetune,jpeg,3,Tomato___Bacterial_spot,0.7593582887700535,0.9940828402366864,0.23472455146663285
frozen,jpeg,3,Grape___Esca_(Black_Measles),0.7669172932330827,1.0,0.23308270676691734
frozen,low_light,1,Tomato___Bacterial_spot,0.6923076923076923,0.9230769230769232,0.23076923076923095
finetune,low_light,2,Squash___Powdery_mildew,0.773109243697479,1.0,0.22689075630252098
frozen,jpeg,1,Grape___Black_rot,0.7631578947368421,0.9894736842105264,0.22631578947368425
frozen,jpeg,2,Tomato___Spider_mites_Two-spotted_spider_mite,0.7012987012987013,0.927536231884058,0.22623753058535667
frozen,motion_blur,2,Apple___healthy,0.7457627118644068,0.9692307692307692,0.22346805736636244
frozen,low_light,1,Cherry_(including_sour)___Powdery_mildew,0.7522935779816514,0.975609756097561,0.22331617811590954
frozen,low_light,1,Tomato___Septoria_leaf_spot,0.7131782945736435,0.9361702127659576,0.22299191819231412
frozen,motion_blur,2,Strawberry___Leaf_scorch,0.7777777777777778,1.0,0.2222222222222222
frozen,low_light,2,Peach___healthy,0.6666666666666666,0.8888888888888888,0.2222222222222222
frozen,jpeg,2,Apple___Black_rot,0.7586206896551724,0.9803921568627452,0.2217714672075728
frozen,jpeg,2,Tomato___Bacterial_spot,0.7019867549668874,0.9230769230769232,0.2210901681100358
frozen,motion_blur,2,Corn_(maize)___Northern_Leaf_Blight,0.7692307692307693,0.9873417721518988,0.2181110029211295
finetune,low_light,1,Tomato___Target_Spot,0.7872340425531915,1.0,0.21276595744680848
frozen,motion_blur,2,Blueberry___healthy,0.7727272727272727,0.9833333333333332,0.21060606060606046
frozen,jpeg,2,Tomato___Leaf_Mold,0.7213114754098361,0.9315068493150684,0.21019537390523235
frozen,low_light,3,Soybean___healthy,0.78099173553719,0.9901960784313726,0.20920434289418255
finetune,low_light,1,Tomato___healthy,0.7924528301886793,1.0,0.2075471698113207
frozen,low_light,2,Potato___Early_blight,0.7692307692307693,0.975609756097561,0.20637898686679168
finetune,jpeg,3,Strawberry___Leaf_scorch,0.7945205479452054,1.0,0.20547945205479456
frozen,low_light,1,Peach___healthy,0.6842105263157895,0.8888888888888888,0.20467836257309935
frozen,motion_blur,3,Strawberry___Leaf_scorch,0.8,1.0,0.19999999999999996
finetune,jpeg,3,Raspberry___healthy,0.8,1.0,0.19999999999999996
frozen,jpeg,2,Raspberry___healthy,0.8,1.0,0.19999999999999996
finetune,jpeg,3,Tomato___Leaf_Mold,0.8,1.0,0.19999999999999996
frozen,motion_blur,1,Apple___Black_rot,0.7804878048780488,0.9803921568627452,0.19990435198469636
frozen,jpeg,1,Tomato___Target_Spot,0.6966292134831461,0.8888888888888888,0.19225967540574274
frozen,jpeg,2,Apple___healthy,0.7777777777777778,0.9692307692307692,0.19145299145299144
finetune,motion_blur,2,Apple___healthy,0.8125,1.0,0.1875
frozen,jpeg,2,Strawberry___healthy,0.8125,1.0,0.1875
finetune,low_light,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.76,0.9473684210526316,0.18736842105263163
finetune,low_light,2,Corn_(maize)___Common_rust_,0.8135593220338984,1.0,0.18644067796610164
frozen,low_light,1,Tomato___Leaf_Mold,0.7472527472527473,0.9315068493150684,0.18425410206232118
frozen,low_light,2,Grape___Esca_(Black_Measles),0.816,1.0,0.18400000000000005
frozen,low_light,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.8048780487804879,0.9882352941176472,0.18335724533715936
frozen,jpeg,2,Apple___Apple_scab,0.8235294117647058,1.0,0.17647058823529416
frozen,jpeg,2,Grape___Esca_(Black_Measles),0.8244274809160306,1.0,0.17557251908396942
frozen,motion_blur,1,Tomato___Septoria_leaf_spot,0.7611940298507462,0.9361702127659576,0.17497618291521133
frozen,motion_blur,2,Cherry_(including_sour)___healthy,0.8253968253968254,1.0,0.17460317460317465
frozen,low_light,2,Corn_(maize)___Northern_Leaf_Blight,0.8148148148148148,0.9873417721518988,0.172526957337084
frozen,low_light,1,Cherry_(including_sour)___healthy,0.8275862068965517,1.0,0.1724137931034483
frozen,jpeg,3,Peach___Bacterial_spot,0.8023952095808383,0.972972972972973,0.1705777633921347
frozen,jpeg,2,Tomato___healthy,0.8,0.9692307692307692,0.16923076923076918
frozen,low_light,1,Squash___Powdery_mildew,0.8253968253968254,0.9931972789115646,0.16780045351473927
finetune,motion_blur,3,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8323471400394478,1.0,0.16765285996055224
frozen,motion_blur,1,Tomato___Leaf_Mold,0.7647058823529411,0.9315068493150684,0.16680096696212732
frozen,low_light,3,Corn_(maize)___Common_rust_,0.8333333333333334,1.0,0.16666666666666663
finetune,jpeg,2,Tomato___Target_Spot,0.8347826086956521,1.0,0.16521739130434787
finetune,jpeg,2,Blueberry___healthy,0.8349514563106796,1.0,0.16504854368932043
frozen,low_light,1,Potato___Early_blight,0.8115942028985508,0.975609756097561,0.16401555319901018
finetune,motion_blur,3,Orange___Haunglongbing_(Citrus_greening),0.836852207293666,1.0,0.16314779270633395
frozen,low_light,2,"Pepper,_bell___healthy",0.8031496062992126,0.9661016949152542,0.1629520886160416
frozen,motion_blur,1,Grape___healthy,0.8387096774193549,1.0,0.16129032258064513
frozen,jpeg,3,Blueberry___healthy,0.822429906542056,0.9833333333333332,0.16090342679127712
frozen,jpeg,1,Tomato___Early_blight,0.6666666666666666,0.8266666666666667,0.16000000000000003
frozen,low_light,1,Apple___Apple_scab,0.84,1.0,0.16000000000000003
frozen,jpeg,3,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.7878787878787878,0.9473684210526316,0.1594896331738438
frozen,motion_blur,3,Orange___Haunglongbing_(Citrus_greening),0.8405797101449275,1.0,0.1594202898550725
finetune,motion_blur,2,Squash___Powdery_mildew,0.8412698412698413,1.0,0.15873015873015872
frozen,motion_blur,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8183556405353728,0.976851851851852,0.15849621131647917
frozen,motion_blur,1,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.7894736842105263,0.9473684210526316,0.1578947368421053
finetune,motion_blur,3,Apple___Cedar_apple_rust,0.8421052631578947,1.0,0.1578947368421053
finetune,motion_blur,2,Tomato___Target_Spot,0.8431372549019608,1.0,0.1568627450980392
frozen,jpeg,3,Soybean___healthy,0.8340807174887892,0.9901960784313726,0.15611536094258338
frozen,low_light,1,Tomato___Tomato_mosaic_virus,0.8108108108108109,0.9655172413793104,0.15470643056849953
frozen,low_light,1,Raspberry___healthy,0.8461538461538461,1.0,0.15384615384615385
frozen,motion_blur,1,Tomato___Late_blight,0.7633587786259542,0.9171974522292994,0.15383867360334513
finetune,motion_blur,3,Grape___Esca_(Black_Measles),0.847457627118644,1.0,0.15254237288135597
finetune,low_light,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8494623655913979,1.0,0.15053763440860213
frozen,motion_blur,1,Cherry_(including_sour)___Powdery_mildew,0.8260869565217391,0.975609756097561,0.14952279957582182
frozen,jpeg,2,"Pepper,_bell___Bacterial_spot",0.8051948051948052,0.951219512195122,0.14602470700031678
frozen,jpeg,3,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8309178743961353,0.976851851851852,0.14593397745571668
frozen,low_light,1,Potato___Late_blight,0.8048780487804879,0.95,0.1451219512195121
frozen,low_light,2,Strawberry___Leaf_scorch,0.8571428571428571,1.0,0.1428571428571429
frozen,motion_blur,1,"Pepper,_bell___Bacterial_spot",0.8108108108108109,0.951219512195122,0.14040870138431116
frozen,motion_blur,1,Tomato___Spider_mites_Two-spotted_spider_mite,0.7874015748031497,0.927536231884058,0.14013465708090833
finetune,motion_blur,1,Tomato___Early_blight,0.8602150537634409,1.0,0.13978494623655913
frozen,jpeg,3,Peach___healthy,0.75,0.8888888888888888,0.13888888888888884
finetune,low_light,1,Apple___Black_rot,0.8620689655172413,1.0,0.13793103448275867
finetune,low_light,2,Blueberry___healthy,0.8636363636363636,1.0,0.13636363636363635
finetune,jpeg,3,Cherry_(including_sour)___Powdery_mildew,0.8636363636363636,1.0,0.13636363636363635
frozen,jpeg,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.8539325842696629,0.9882352941176472,0.13430270984798431
finetune,motion_blur,2,Cherry_(including_sour)___Powdery_mildew,0.865979381443299,1.0,0.134020618556701
frozen,motion_blur,1,Grape___Esca_(Black_Measles),0.8666666666666667,1.0,0.1333333333333333
finetune,low_light,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.8674698795180723,1.0,0.1325301204819277
finetune,low_light,2,Peach___Bacterial_spot,0.8681318681318682,1.0,0.13186813186813184
frozen,jpeg,1,Grape___Esca_(Black_Measles),0.873015873015873,1.0,0.12698412698412698
frozen,low_light,2,Blueberry___healthy,0.8571428571428571,0.9833333333333332,0.12619047619047608
frozen,motion_blur,1,Potato___Late_blight,0.825,0.95,0.125
finetune,motion_blur,2,Tomato___Tomato_mosaic_virus,0.875,1.0,0.125
finetune,motion_blur,2,Peach___healthy,0.875,1.0,0.125
finetune,jpeg,2,Strawberry___healthy,0.875,1.0,0.125
frozen,jpeg,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.8235294117647058,0.9473684210526316,0.1238390092879258
frozen,low_light,1,Grape___Black_rot,0.8666666666666667,0.9894736842105264,0.1228070175438597
finetune,motion_blur,2,Tomato___Spider_mites_Two-spotted_spider_mite,0.8780487804878049,1.0,0.12195121951219512
frozen,low_light,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8551401869158879,0.976851851851852,0.12171166493596408
finetune,jpeg,3,Peach___healthy,0.88,1.0,0.12
frozen,motion_blur,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.8292682926829268,0.9473684210526316,0.11810012836970485
finetune,jpeg,3,Cherry_(including_sour)___healthy,0.8831168831168831,1.0,0.11688311688311692
frozen,low_light,1,Apple___Black_rot,0.8636363636363636,0.9803921568627452,0.11675579322638152
finetune,motion_blur,3,Peach___Bacterial_spot,0.8837209302325582,1.0,0.11627906976744184
frozen,motion_blur,2,Corn_(maize)___Common_rust_,0.8837209302325582,1.0,0.11627906976744184
frozen,motion_blur,1,Tomato___healthy,0.8531468531468531,0.9692307692307692,0.1160839160839161
finetune,jpeg,3,Grape___Esca_(Black_Measles),0.8852459016393442,1.0,0.11475409836065575
frozen,jpeg,3,Corn_(maize)___Northern_Leaf_Blight,0.875,0.9873417721518988,0.11234177215189878
frozen,low_light,2,Apple___healthy,0.8571428571428571,0.9692307692307692,0.11208791208791213
finetune,low_light,1,Raspberry___healthy,0.8888888888888888,1.0,0.11111111111111116
frozen,jpeg,1,Raspberry___healthy,0.8888888888888888,1.0,0.11111111111111116
finetune,jpeg,2,Tomato___Septoria_leaf_spot,0.890625,1.0,0.109375
finetune,low_light,1,Apple___healthy,0.8907563025210085,1.0,0.10924369747899154
finetune,motion_blur,2,Corn_(maize)___Northern_Leaf_Blight,0.8666666666666667,0.975,0.10833333333333328
frozen,jpeg,2,Squash___Powdery_mildew,0.8854961832061069,0.9931972789115646,0.10770109570545772
frozen,jpeg,2,Potato___Early_blight,0.868421052631579,0.975609756097561,0.10718870346598197
frozen,jpeg,1,Tomato___Septoria_leaf_spot,0.8299319727891157,0.9361702127659576,0.1062382399768419
frozen,jpeg,2,Grape___healthy,0.8947368421052632,1.0,0.10526315789473684
finetune,jpeg,2,Soybean___healthy,0.8947368421052632,1.0,0.10526315789473684
frozen,jpeg,2,"Pepper,_bell___healthy",0.8623853211009175,0.9661016949152542,0.10371637381433674
finetune,low_light,1,Tomato___Tomato_mosaic_virus,0.896551724137931,1.0,0.10344827586206895
frozen,motion_blur,1,"Pepper,_bell___healthy",0.8648648648648649,0.9661016949152542,0.1012368300503893
finetune,low_light,2,Grape___Esca_(Black_Measles),0.9,1.0,0.09999999999999998
frozen,motion_blur,2,Soybean___healthy,0.8909952606635071,0.9901960784313726,0.09920081776786549
frozen,motion_blur,1,Peach___Bacterial_spot,0.874251497005988,0.972972972972973,0.098721475966985
finetune,motion_blur,2,"Pepper,_bell___Bacterial_spot",0.9041095890410958,1.0,0.09589041095890416
finetune,jpeg,3,Potato___Early_blight,0.9047619047619048,1.0,0.09523809523809523
frozen,low_light,1,"Pepper,_bell___healthy",0.8709677419354839,0.9661016949152542,0.09513395297977034
frozen,low_light,1,Tomato___Spider_mites_Two-spotted_spider_mite,0.8333333333333334,0.927536231884058,0.09420289855072461
frozen,low_light,1,Tomato___Target_Spot,0.7964601769911505,0.8888888888888888,0.09242871189773838
finetune,low_light,2,Cherry_(including_sour)___Powdery_mildew,0.9090909090909092,1.0,0.09090909090909083
finetune,low_light,1,Potato___healthy,0.9090909090909092,1.0,0.09090909090909083
finetune,jpeg,3,Grape___healthy,0.9090909090909092,1.0,0.09090909090909083
finetune,motion_blur,1,Strawberry___healthy,0.9090909090909092,1.0,0.09090909090909083
finetune,motion_blur,2,"Pepper,_bell___healthy",0.9090909090909092,1.0,0.09090909090909083
finetune,low_light,1,Blueberry___healthy,0.9090909090909092,1.0,0.09090909090909083
frozen,motion_blur,1,Corn_(maize)___Northern_Leaf_Blight,0.8974358974358975,0.9873417721518988,0.08990587471600131
frozen,motion_blur,1,Blueberry___healthy,0.8955223880597015,0.9833333333333332,0.08781094527363165
frozen,jpeg,3,Corn_(maize)___Common_rust_,0.912621359223301,1.0,0.08737864077669899
frozen,motion_blur,1,Apple___Apple_scab,0.9130434782608696,1.0,0.08695652173913038
frozen,jpeg,1,Apple___Black_rot,0.8936170212765957,0.9803921568627452,0.08677513558614947
frozen,jpeg,2,Strawberry___Leaf_scorch,0.9135802469135802,1.0,0.0864197530864198
finetune,jpeg,2,Apple___healthy,0.9142857142857144,1.0,0.08571428571428563
frozen,motion_blur,1,Strawberry___healthy,0.9142857142857144,1.0,0.08571428571428563
finetune,low_light,1,Tomato___Spider_mites_Two-spotted_spider_mite,0.9147286821705426,1.0,0.0852713178294574
finetune,jpeg,2,Tomato___Early_blight,0.9156626506024096,1.0,0.08433734939759041
frozen,jpeg,1,Apple___Cedar_apple_rust,0.8695652173913043,0.9523809523809524,0.08281573498964812
frozen,low_light,2,Orange___Haunglongbing_(Citrus_greening),0.9171974522292994,1.0,0.08280254777070062
frozen,low_light,1,Corn_(maize)___Northern_Leaf_Blight,0.9047619047619048,0.9873417721518988,0.08257986738999401
frozen,low_light,1,Peach___Bacterial_spot,0.8914285714285715,0.972972972972973,0.08154440154440157
frozen,jpeg,1,Grape___healthy,0.918918918918919,1.0,0.08108108108108103
finetune,low_light,1,Strawberry___healthy,0.918918918918919,1.0,0.08108108108108103
finetune,low_light,1,"Pepper,_bell___Bacterial_spot",0.9195402298850576,1.0,0.08045977011494243
frozen,jpeg,2,Corn_(maize)___Northern_Leaf_Blight,0.9069767441860463,0.9873417721518988,0.08036502796585243
frozen,jpeg,1,Apple___Apple_scab,0.92,1.0,0.07999999999999996
frozen,motion_blur,2,Orange___Haunglongbing_(Citrus_greening),0.9200968523002422,1.0,0.07990314769975781
finetune,jpeg,3,Peach___Bacterial_spot,0.9213483146067416,1.0,0.0786516853932584
finetune,jpeg,2,Tomato___Spider_mites_Two-spotted_spider_mite,0.921875,1.0,0.078125
frozen,jpeg,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.8997772828507795,0.976851851851852,0.07707456900107246
finetune,low_light,1,Peach___healthy,0.9230769230769232,1.0,0.07692307692307676
finetune,jpeg,3,Grape___Black_rot,0.9230769230769232,1.0,0.07692307692307676
frozen,low_light,1,Potato___healthy,0.9230769230769232,1.0,0.07692307692307676
finetune,jpeg,2,Tomato___Late_blight,0.9182389937106918,0.9934640522875816,0.07522505857688977
frozen,jpeg,2,Cherry_(including_sour)___healthy,0.9253731343283582,1.0,0.07462686567164178
finetune,motion_blur,2,Blueberry___healthy,0.926829268292683,1.0,0.07317073170731703
frozen,jpeg,2,Cherry_(including_sour)___Powdery_mildew,0.902439024390244,0.975609756097561,0.07317073170731692
frozen,jpeg,1,Tomato___Spider_mites_Two-spotted_spider_mite,0.8552631578947368,0.927536231884058,0.07227307398932115
finetune,motion_blur,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9277899343544858,1.0,0.07221006564551424
finetune,motion_blur,2,Raspberry___healthy,0.9285714285714286,1.0,0.0714285714285714
frozen,jpeg,3,Orange___Haunglongbing_(Citrus_greening),0.9290617848970252,1.0,0.07093821510297482
frozen,jpeg,1,Tomato___Tomato_mosaic_virus,0.896551724137931,0.9655172413793104,0.06896551724137934
frozen,low_light,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.908256880733945,0.976851851851852,0.06859497111790702
frozen,motion_blur,1,Cherry_(including_sour)___healthy,0.9315068493150684,1.0,0.06849315068493156
frozen,jpeg,2,Peach___Bacterial_spot,0.9060773480662984,0.972972972972973,0.06689562490667467
finetune,motion_blur,2,Grape___Black_rot,0.9333333333333332,1.0,0.06666666666666676
frozen,low_light,1,Tomato___healthy,0.9051094890510948,0.9692307692307692,0.06412128017967444
finetune,jpeg,2,Tomato___healthy,0.9365079365079364,1.0,0.0634920634920636
frozen,low_light,2,Soybean___healthy,0.9280742459396752,0.9901960784313726,0.06212183249169734
finetune,jpeg,3,Orange___Haunglongbing_(Citrus_greening),0.9383886255924172,1.0,0.0616113744075828
finetune,motion_blur,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.9397590361445785,1.0,0.06024096385542155
frozen,motion_blur,1,Apple___healthy,0.9105691056910568,0.9692307692307692,0.05866166353971247
finetune,motion_blur,1,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.8888888888888888,0.9473684210526316,0.0584795321637428
frozen,jpeg,1,Potato___Late_blight,0.891566265060241,0.95,0.05843373493975901
finetune,motion_blur,1,Tomato___Bacterial_spot,0.9375,0.9940828402366864,0.05658284023668636
frozen,low_light,1,Blueberry___healthy,0.926829268292683,0.9833333333333332,0.0565040650406502
finetune,motion_blur,2,Strawberry___Leaf_scorch,0.9438202247191012,1.0,0.05617977528089879
frozen,low_light,1,Strawberry___healthy,0.9444444444444444,1.0,0.05555555555555558
finetune,motion_blur,3,Corn_(maize)___Common_rust_,0.945054945054945,1.0,0.05494505494505497
finetune,jpeg,1,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.8947368421052632,0.9473684210526316,0.052631578947368474
finetune,low_light,1,"Pepper,_bell___healthy",0.9473684210526316,1.0,0.05263157894736836
frozen,jpeg,1,Potato___Early_blight,0.9230769230769232,0.975609756097561,0.052532833020637715
finetune,low_light,1,Soybean___healthy,0.9484536082474226,1.0,0.05154639175257736
frozen,motion_blur,1,Squash___Powdery_mildew,0.9420289855072465,0.9931972789115646,0.051168293404318166
frozen,jpeg,1,Tomato___Late_blight,0.8662420382165605,0.9171974522292994,0.05095541401273884
finetune,low_light,1,Squash___Powdery_mildew,0.9496402877697842,1.0,0.05035971223021585
frozen,low_light,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.9397590361445785,0.9882352941176472,0.04847625797306876
finetune,motion_blur,2,Apple___Cedar_apple_rust,0.9523809523809524,1.0,0.04761904761904756
finetune,motion_blur,1,Tomato___Late_blight,0.945945945945946,0.9934640522875816,0.04751810634163556
frozen,jpeg,1,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.9,0.9473684210526316,0.047368421052631615
frozen,jpeg,2,Soybean___healthy,0.9433962264150944,0.9901960784313726,0.04679985201627823
frozen,jpeg,1,Tomato___Leaf_Mold,0.8857142857142857,0.9315068493150684,0.045792563600782765
frozen,motion_blur,1,Strawberry___Leaf_scorch,0.9555555555555556,1.0,0.0444444444444444
finetune,motion_blur,1,Tomato___Septoria_leaf_spot,0.9558823529411764,1.0,0.044117647058823595
finetune,jpeg,3,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9560975609756096,1.0,0.043902439024390394
finetune,low_light,1,Strawberry___Leaf_scorch,0.9565217391304348,1.0,0.04347826086956519
frozen,motion_blur,1,Apple___Cedar_apple_rust,0.9090909090909092,0.9523809523809524,0.04329004329004327
frozen,jpeg,1,Apple___healthy,0.926829268292683,0.9692307692307692,0.042401500938086256
finetune,low_light,1,Cherry_(including_sour)___healthy,0.9577464788732394,1.0,0.04225352112676062
finetune,motion_blur,2,Apple___Black_rot,0.9583333333333334,1.0,0.04166666666666663
frozen,jpeg,1,Tomato___Bacterial_spot,0.8834355828220859,0.9230769230769232,0.03964134025483734
finetune,motion_blur,2,Orange___Haunglongbing_(Citrus_greening),0.9605263157894736,1.0,0.03947368421052644
frozen,low_light,1,Apple___healthy,0.9302325581395348,0.9692307692307692,0.03899821109123447
finetune,motion_blur,1,Tomato___Leaf_Mold,0.961038961038961,1.0,0.038961038961038974
finetune,jpeg,2,"Pepper,_bell___Bacterial_spot",0.961038961038961,1.0,0.038961038961038974
finetune,jpeg,2,Apple___Apple_scab,0.9615384615384616,1.0,0.038461538461538436
frozen,jpeg,1,Peach___Bacterial_spot,0.9361702127659576,0.972972972972973,0.03680276020701545
finetune,low_light,1,Corn_(maize)___Northern_Leaf_Blight,0.9382716049382716,0.975,0.036728395061728425
frozen,motion_blur,1,Soybean___healthy,0.9537712895377128,0.9901960784313726,0.03642478889365974
finetune,motion_blur,1,Tomato___Target_Spot,0.9636363636363636,1.0,0.036363636363636376
finetune,jpeg,2,Cherry_(including_sour)___Powdery_mildew,0.9647058823529412,1.0,0.03529411764705881
finetune,low_light,2,Orange___Haunglongbing_(Citrus_greening),0.9648711943793912,1.0,0.03512880562060883
frozen,low_light,1,Orange___Haunglongbing_(Citrus_greening),0.9649122807017544,1.0,0.03508771929824561
frozen,jpeg,2,Blueberry___healthy,0.9482758620689656,0.9833333333333332,0.035057471264367535
finetune,jpeg,2,Tomato___Bacterial_spot,0.95906432748538,0.9940828402366864,0.03501851275130641
finetune,jpeg,3,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),0.9655172413793104,1.0,0.03448275862068961
frozen,motion_blur,1,Raspberry___healthy,0.9655172413793104,1.0,0.03448275862068961
finetune,motion_blur,1,Peach___healthy,0.9655172413793104,1.0,0.03448275862068961
finetune,jpeg,2,Peach___healthy,0.9655172413793104,1.0,0.03448275862068961
finetune,motion_blur,2,Soybean___healthy,0.9675810473815462,1.0,0.032418952618453845
finetune,motion_blur,2,Peach___Bacterial_spot,0.967741935483871,1.0,0.032258064516129004
finetune,motion_blur,1,Raspberry___healthy,0.967741935483871,1.0,0.032258064516129004
finetune,motion_blur,1,Tomato___Tomato_mosaic_virus,0.967741935483871,1.0,0.032258064516129004
frozen,jpeg,2,Corn_(maize)___Common_rust_,0.968421052631579,1.0,0.03157894736842104
frozen,jpeg,3,Corn_(maize)___healthy,0.968421052631579,1.0,0.03157894736842104
finetune,motion_blur,1,Grape___healthy,0.9696969696969696,1.0,0.030303030303030387
frozen,jpeg,1,"Pepper,_bell___Bacterial_spot",0.9210526315789472,0.951219512195122,0.030166880616174785
finetune,jpeg,1,Grape___healthy,0.9714285714285714,1.0,0.02857142857142858
finetune,jpeg,2,Grape___healthy,0.9714285714285714,1.0,0.02857142857142858
finetune,motion_blur,2,Grape___Esca_(Black_Measles),0.9724770642201837,1.0,0.02752293577981635
frozen,low_light,1,Grape___Esca_(Black_Measles),0.972972972972973,1.0,0.027027027027026973
finetune,jpeg,2,Tomato___Leaf_Mold,0.972972972972973,1.0,0.027027027027026973
frozen,motion_blur,1,Potato___Early_blight,0.9487179487179488,0.975609756097561,0.026891807379612165
frozen,jpeg,1,Corn_(maize)___Northern_Leaf_Blight,0.961038961038961,0.9873417721518988,0.026302811112937752
frozen,jpeg,1,Soybean___healthy,0.9643705463182898,0.9901960784313726,0.025825532113082805
finetune,motion_blur,1,Potato___Late_blight,0.9743589743589745,1.0,0.02564102564102555
finetune,jpeg,1,Corn_(maize)___Northern_Leaf_Blight,0.95,0.975,0.025000000000000022
finetune,jpeg,2,Potato___Late_blight,0.975,1.0,0.025000000000000022
finetune,jpeg,2,Potato___Early_blight,0.975609756097561,1.0,0.024390243902439046
finetune,low_light,1,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.9230769230769232,0.9473684210526316,0.024291497975708398
finetune,motion_blur,1,Corn_(maize)___Northern_Leaf_Blight,0.951219512195122,0.975,0.02378048780487796
finetune,motion_blur,1,Apple___healthy,0.9777777777777776,1.0,0.022222222222222365
finetune,jpeg,3,Corn_(maize)___Common_rust_,0.9787234042553192,1.0,0.02127659574468077
finetune,low_light,1,Corn_(maize)___Common_rust_,0.979591836734694,1.0,0.020408163265306034
frozen,jpeg,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9565217391304348,0.976851851851852,0.02033011272141716
finetune,jpeg,3,Apple___Black_rot,0.9803921568627452,1.0,0.019607843137254832
finetune,low_light,1,Apple___Apple_scab,0.9803921568627452,1.0,0.019607843137254832
finetune,jpeg,2,Apple___Black_rot,0.9803921568627452,1.0,0.019607843137254832
finetune,jpeg,2,Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,0.9302325581395348,0.9473684210526316,0.017135862913096878
finetune,jpeg,2,Peach___Bacterial_spot,0.9834254143646408,1.0,0.016574585635359185
frozen,motion_blur,1,Orange___Haunglongbing_(Citrus_greening),0.9839816933638444,1.0,0.016018306636155555
frozen,jpeg,1,Cherry_(including_sour)___healthy,0.9850746268656716,1.0,0.014925373134328401
finetune,motion_blur,2,Cherry_(including_sour)___healthy,0.9850746268656716,1.0,0.014925373134328401
finetune,motion_blur,1,Tomato___Spider_mites_Two-spotted_spider_mite,0.9852941176470588,1.0,0.014705882352941235
frozen,jpeg,1,Tomato___healthy,0.9545454545454546,0.9692307692307692,0.014685314685314643
finetune,motion_blur,1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9861751152073732,1.0,0.01382488479262678
